id_plano_busca;id_indicador;nome_indicador;papel_indicador;lacuna_informacional;pergunta_principal;perguntas_secundarias;fonte_prioritaria;fontes_alternativas;metodo_coleta;tipo_coleta;endpoint_ou_url_base;parametros_busca_sugeridos;campos_a_extrair;unidade_esperada;normalizacao_requerida;regra_conferencia;criterio_aceitacao;status_inicial;prioridade_busca;arquivo_destino_dados;arquivo_destino_evidencias;observacoes
QRY_INT_IND_02;INT_IND_02;Capacidade adicional de extração ou processamento;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Capacidade adicional de extração ou processamento' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";kg/dia ou L/dia;por R$ milhão;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;alta;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_IND_03;INT_IND_03;Produtos com especificação técnica;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Produtos com especificação técnica' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";número;por produto;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;alta;rotas_produtos.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_IND_04;INT_IND_04;Lotes aprovados em controle de qualidade;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Lotes aprovados em controle de qualidade' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";%;por lote;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;alta;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_IND_05;INT_IND_05;Tempo médio de liberação de lote;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Tempo médio de liberação de lote' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";dias;por lote;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;média;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_IND_06;INT_IND_06;Custo analítico por lote;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Custo analítico por lote' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_ANVISA_MS; SRC_LABS; SRC_ORCAMENTO_CAMPO; SRC_EVIDENCE_REGISTRY";levantamento de capacidade instalada, orçamento técnico, consulta a laboratórios e leitura regulatória;documental_cotacao_campo;documentos de orçamento, escopos laboratoriais, propostas, normas e diagnóstico industrial;"produto; espécie; tipo de ensaio; capacidade kg/dia ou L/dia; lote; laboratório; município";"capacidade; unidade; equipamento; custo; laudo; escopo; tempo; produto; fonte";R$/lote;por lote;"conferir unidade técnica; diferenciar capacidade nominal e operacional; registrar laudo/cotação quando existir";capacidade, custo ou conformidade com fonte identificada e aplicável ao produto;planejado;alta;qualidade_laboratorios_regulatorio.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_01;INT_SUS_01;Farmácias Vivas estruturadas;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Farmácias Vivas estruturadas' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";número;absoluto;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_02;INT_SUS_02;Municípios com Farmácia Viva funcional;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Municípios com Farmácia Viva funcional' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";%;por município;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_03;INT_SUS_03;Produtos disponibilizados no SUS local ou em Farmácia Viva;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Produtos disponibilizados no SUS local ou em Farmácia Viva' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";número;por produto;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;alta;rotas_produtos.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_04;INT_SUS_04;Usuários do SUS alcançados;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Usuários do SUS alcançados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";número;absoluto;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;média;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_05;INT_SUS_05;Profissionais capacitados;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Profissionais capacitados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";número;absoluto;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;média;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_SUS_06;INT_SUS_06;Registros válidos de evidência de mundo real;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Registros válidos de evidência de mundo real' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_MS_FARMACIA_VIVA;"SRC_MS_FITOTERAPICOS_SUS; SRC_ANVISA_MS; SRC_CAMPO; SRC_EVIDENCE_REGISTRY";leitura normativa, levantamento municipal, documentação de Farmácia Viva e dados assistenciais;documental_sus;páginas do Ministério da Saúde, documentos municipais, ANVISA e registros assistenciais;"município; Farmácia Viva; produto; forma farmacêutica; rota regulatória; usuário; profissional";"município; produto; unidade SUS; profissional; usuário; estudo; registro; status regulatório";número;absoluto;"separar Farmácia Viva local de incorporação nacional; registrar rota regulatória por produto";documento oficial, registro local ou evidência assistencial com escopo definido;planejado;alta;plano_monitoramento.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_01;INT_INOV_01;Novas tecnologias implementadas;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Novas tecnologias implementadas' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;absoluto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;registro_inovacao.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_02;INT_INOV_02;Protocolos técnicos desenvolvidos;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Protocolos técnicos desenvolvidos' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;por espécie/produto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;registro_inovacao.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_03;INT_INOV_03;Produtos novos ou melhorados;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Produtos novos ou melhorados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;por produto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;rotas_produtos.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_04;INT_INOV_04;Valor de importações substituíveis;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Valor de importações substituíveis' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_COMEX_STAT;"SRC_COMEX_STAT; SRC_MS_FITOTERAPICOS_SUS; SRC_MS_FARMACIA_VIVA; SRC_EVIDENCE_REGISTRY";consulta a comércio exterior, demanda SUS/Farmácia Viva, pesquisa de mercado e contratos;api_mercado;"Comex Stat API; documentos de compras públicas; pesquisa de demanda B2B/B2C";"NCM/SH; produto; país; ano; importação/exportação; valor FOB; peso líquido; comprador; canal";"produto; NCM/SH; valor; quantidade; peso; preço médio; ano; país; canal; comprador";R$/ano ou US$/ano;"por produto; R$/kg; US$/kg; por produto; por canal";"conferir NCM/SH; calcular preço médio; separar produto equivalente de produto exato; registrar limitação de classificação";"série ou valor com NCM/SH, ano, unidade e fonte; se proxy, marcar como proxy";planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_05;INT_INOV_05;Compradores B2B ativos;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Compradores B2B ativos' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;absoluto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_06;INT_INOV_06;Canais comerciais ativos;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Canais comerciais ativos' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;absoluto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_INT_INOV_07;INT_INOV_07;Diversificação de receita por produto;Intensidade;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Diversificação de receita por produto' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";HHI;por carteira;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;demanda_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_MERC_COMP_01;MERC_COMP_01;Novos fornecedores qualificados;Mercado;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Novos fornecedores qualificados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;absoluto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;resultados_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_MERC_COMP_02;MERC_COMP_02;Fornecedores com contratos B2B ou SUS;Mercado;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Fornecedores com contratos B2B ou SUS' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";%;por fornecedor;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;resultados_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_MERC_COMP_03;MERC_COMP_03;Redução de custo por produto ou lote;Mercado;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Redução de custo por produto ou lote' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";%;por produto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;média;resultados_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_MERC_COMP_04;MERC_COMP_04;Qualidade padronizada replicável;Mercado;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Qualidade padronizada replicável' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;por produto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;resultados_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
QRY_MERC_RES_01;MERC_RES_01;Espécies e produtos diversificados;Mercado;informação ainda não coletada ou não auditada;Qual é o valor, a linha de base ou a evidência disponível para o indicador 'Espécies e produtos diversificados' no Fito+ Amazônia?;Há dados para Manaus/AM, Benjamin Constant/AM, Belém/PA e Santarém/PA? Qual o período de referência? Há fonte pública, documento do projeto ou necessidade de coleta de campo?;SRC_IFC_MANUFATURA;"SRC_IFC_AIMM_MEDICAO_IMPACTO; SRC_COMEX_STAT; SRC_CAMPO_MERCADO; SRC_EVIDENCE_REGISTRY";pesquisa de mercado, contratos, análise de fornecedores, inovação, canais e diversificação;mercado_documental;contratos, notas fiscais, entrevistas, Comex Stat, documentos de inovação e P&D;"produto; fornecedor; comprador; canal; receita; tecnologia; protocolo; mercado";"fornecedor; comprador; canal; receita; produto; tecnologia; custo; contrato; evidência";número;absoluto;"evitar dupla contagem; diferenciar efeito direto de efeito sistêmico; registrar evidência de replicação";evidência comercial ou técnica com relação clara ao mercado;planejado;alta;resultados_mercado.csv;data/evidence/evidence_registry.csv;"Plano inicial v0.1; ajustar após coleta real e definição de espécies/produtos."
